"Identifiant station","Nom de la Station","Nom de la ligne","Niveau de pollution aux particules","Niveau de pollution","Incertitude","Recommandation de surveillance","Action(s) QAI en cours","Lien vers les mesures en direct","Durée des mesures","stop_lon","stop_lat","point_geo","pollution_air","niveau","actions","niveau_pollution"
"IDFM:22073","Nation","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39585980432791,48.8478955054576,"48.84789550545761, 2.3958598043279085","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463062","Notre-Dame-de-Lorette","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33790077182333,48.87604417483,"48.87604417483004, 2.3379007718233322","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463059","Oberkampf","Métro 5","pollution élevée","ELEVE","Évaluation : campagne de mesure ponctuelle","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,"campagne de mesure ponctuelle",2.36860456258078,48.8646445651653,"48.86464456516527, 2.3686045625807752","pollution élevée - incertitude faible","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:21978","Odéon","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.340619126474,48.8519477060765,"48.8519477060765, 2.340619126473996","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463045","Olympiades","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36703427094192,48.826944155043,"48.826944155043044, 2.367034270941924","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463228","Pereire","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29770112383818,48.8849298646372,"48.884929864637186, 2.297701123838181","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463098","Picpus","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.40127453882237,48.8451032475018,"48.84510324750185, 2.4012745388223746","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22114","Pigalle","Métro 2","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.33825797650959,48.8822695422262,"48.882269542226226, 2.338257976509587","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:22129","Place de Clichy","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32739834564701,48.8837378902276,"48.883737890227636, 2.327398345647013","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22006","Place d'Italie","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.35559694336975,48.8309662270841,"48.83096622708413, 2.35559694336975","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463026","Place d'Italie","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35533090223644,48.8315493847173,"48.83154938471729, 2.355330902236442","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22099","Pont de Neuilly","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.25849542936913,48.8854893889747,"48.885489388974705, 2.2584954293691255","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22111","Porte Dauphine","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.27763271754527,48.8713967952483,"48.871396795248316, 2.2776327175452717","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463263","Porte des Lilas","Métro 11","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.40652267639823,48.8772314306727,"48.87723143067265, 2.4065226763982275","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22375","Pyramides","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33441753596656,48.8658802899141,"48.865880289914124, 2.3344175359665553","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22024","Quatre Septembre","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33627864232486,48.8695959211192,"48.86959592111917, 2.3362786423248583","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22131","Raspail","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33046699371987,48.8391563595256,"48.83915635952557, 2.330466993719873","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463292","Raspail","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.33041447123548,48.8390661288004,"48.8390661288004, 2.3304144712354793","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463072","Réaumur - Sébastopol","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35238173114025,48.866077771215,"48.866077771215046, 2.352381731140252","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:462968","Rennes","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32802068556793,48.848190243114,"48.84819024311401, 2.32802068556793","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462963","République","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.36330234078045,48.8675123578111,"48.86751235781114, 2.3633023407804536","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463294","Reuilly - Diderot","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38583677600869,48.8473498278461,"48.84734982784612, 2.3858367760086865","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22098","Reuilly - Diderot","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38720107040939,48.847212926698,"48.84721292669797, 2.3872010704093922","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:490793","Rosny-Bois-Perrier","Métro 11","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.48060980080859,48.8830256794257,"48.88302567942574, 2.480609800808591","pas de données","Pas de données",NA,"pas de données"
"IDFM:22025","Rue Saint-Maur","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38048633225181,48.8641310802033,"48.86413108020325, 2.380486332251813","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462971","Saint-Lazare","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3244924701708,48.8749665010344,"48.87496650103443, 2.3244924701707954","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463097","Saint-Marcel","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.360817666594,48.838476984068,"48.83847698406796, 2.3608176665940044","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:480341","Saint-Ouen","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32275595466974,48.9051695699156,"48.90516956991565, 2.3227559546697414","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22164","Trocadéro","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.28762537785352,48.8634614737145,"48.86346147371448, 2.287625377853519","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463041","Tuileries","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32967809471164,48.8644778393146,"48.864477839314645, 2.3296780947116416","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:462988","Villiers","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.31576144923934,48.8812122733784,"48.88121227337839, 2.3157614492393397","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463070","Wagram","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.30467308758443,48.8838463907272,"48.8838463907272, 2.304673087584434","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463118","Alésia","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32719262506516,48.8281521577035,"48.828152157703514, 2.3271926250651647","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:483314","Bagneux - Lucie Aubrac","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31745836204989,48.803548222591,"48.80354822259104, 2.317458362049886","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463051","Balard","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.2783626618092,48.8366678948311,"48.83666789483108, 2.2783626618092008","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22097","Bastille","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3695064282002,48.8534254616933,"48.853425461693256, 2.3695064282002","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22128","Belleville","Métro 2","pollution élevée","ELEVE","Évaluation : campagne de mesure ponctuelle","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,"campagne de mesure ponctuelle",2.37683069152228,48.8723140773617,"48.872314077361665, 2.3768306915222848","pollution élevée - incertitude faible","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:463129","Bercy","Métro 14","pollution faible","FAIBLE","Évaluation : campagne de mesure ponctuelle","non",NA,NA,"campagne de mesure ponctuelle",2.37906201522772,48.8401019980339,"48.84010199803391, 2.3790620152277233","pollution faible - incertitude faible","Pollution faible",NA,"pollution faible"
"IDFM:22008","Bréguet-Sabin","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.37019466858975,48.8562440546863,"48.85624405468632, 2.3701946685897517","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:24683","Buttes Chaumont","Métro 7B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38156984208801,48.8784990883986,"48.87849908839857, 2.381569842088008","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463039","Buzenval","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.40117076936841,48.8517624398323,"48.85176243983227, 2.401170769368413","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22009","Campo-Formio","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.35846883463925,48.8355954312333,"48.835595431233266, 2.358468834639247","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21934","Charonne","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.38488789866904,48.8550074370507,"48.85500743705073, 2.3848878986690423","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:462979","Château d'Eau","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35590144978054,48.8724730891177,"48.87247308911766, 2.3559014497805357","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463159","Châtelet","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3464118497695,48.8595565327268,"48.859556532726764, 2.346411849769497","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22364","Châtelet","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34816099123458,48.8569534607853,"48.856953460785334, 2.3481609912345776","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22237","Châtillon-Montrouge","Métro 13","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.30171770500461,48.8107514067014,"48.81075140670139, 2.301717705004608","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463144","Chaussée d'Antin - La Fayette","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.33397045759415,48.8728072371539,"48.87280723715393, 2.333970457594147","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22150","Cité","Métro 4","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34723223493191,48.8549338491067,"48.85493384910671, 2.3472322349319112","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462949","Convention","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29639138648092,48.837135053805,"48.83713505380496, 2.2963913864809173","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463155","Crimée","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37703806000199,48.8908143456217,"48.890814345621656, 2.3770380600019925","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463169","Daumesnil","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39614606791545,48.8395374216446,"48.839537421644565, 2.3961460679154514","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463075","Dugommier","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38959977007981,48.8390365283289,"48.83903652832887, 2.3895997700798097","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22171","Dupleix","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.29366372673104,48.8504116258067,"48.8504116258067, 2.293663726731039","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:21931","Franklin D. Roosevelt","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.30948819233711,48.8687248879986,"48.86872488799857, 2.309488192337113","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463082","Front Populaire","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36579202398941,48.9066642027878,"48.90666420278779, 2.3657920239894126","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462997","Gambetta","Métro 3B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39853730570457,48.865032564464,"48.865032564464, 2.398537305704572","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21981","Gare d'Austerlitz","Métro 5","station aérienne","station aérienne",NA,"non","Action(s) d'amélioration de la qualité de l'air en cours","https://www.airparif.fr/",NA,2.36560788076254,48.8422977966282,"48.84229779662816, 2.3656078807625422","station aérienne","Station aérienne","Action(s) d'amélioration de la qualité de l'air en cours","station aérienne"
"IDFM:22013","Gare de l'Est","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.35806459441865,48.8761629944664,"48.87616299446643, 2.35806459441865","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463197","Gare de Lyon","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37312501677669,48.845759486714,"48.84575948671397, 2.373125016776689","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22244","Garibaldi","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33196255364766,48.9063723919232,"48.906372391923206, 2.331962553647662","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:21927","Iéna","Métro 9","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.29390639685911,48.8646858392887,"48.864685839288676, 2.293906396859107","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:463065","Jules Joffrin","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.34432002938048,48.8924922682019,"48.892492268201934, 2.3443200293804827","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463078","Jussieu","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35479830982086,48.8459633390381,"48.84596333903808, 2.354798309820857","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22227","La Fourche","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32568696076674,48.8874245105181,"48.887424510518066, 2.3256869607667356","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463202","La Motte-Picquet - Grenelle","Métro 10","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29868457981694,48.8495328058571,"48.849532805857095, 2.298684579816939","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22398","Le Kremlin-Bicêtre","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36213041380256,48.8102525727899,"48.81025257278989, 2.362130413802561","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463216","Les Gobelins","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3525311653622,48.8358917066903,"48.83589170669027, 2.3525311653622043","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463034","Louis Blanc","Métro 7B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36436514355026,48.8811834115245,"48.88118341152446, 2.364365143550256","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22194","Madeleine","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.326027211773,48.8695656161177,"48.86956561611772, 2.3260272117729994","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463219","Mairie d'Issy","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.27355816802393,48.8243442876665,"48.82434428766646, 2.273558168023932","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463214","Malakoff - Rue Etienne Dolet","Métro 13","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.29712401008358,48.8153383659597,"48.81533836595972, 2.2971240100835835","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463238","Michel-Ange - Auteuil","Métro 9","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.26380932202266,48.8477089321683,"48.84770893216831, 2.2638093220226634","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:22224","Miromesnil","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31601069312102,48.8734479157952,"48.87344791579522, 2.3160106931210245","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463240","Monceau","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.3094129673747,48.8805687701268,"48.880568770126835, 2.309412967374703","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:462980","Montparnasse Bienvenue","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32392211008296,48.8437422894269,"48.84374228942691, 2.32392211008296","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:490789","Montreuil - Hôpital","Métro 11","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.45466923583646,48.8782698292477,"48.878269829247664, 2.4546692358364623","pas de données","Pas de données",NA,"pas de données"
"IDFM:22072","Nation","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.39579883511253,48.84845279708,"48.84845279707999, 2.3957988351125254","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21925","Oberkampf","Métro 9","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.36815584539455,48.8647770985213,"48.86477709852134, 2.3681558453945515","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:22019","Parmentier","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37472059691969,48.8652432605305,"48.86524326053047, 2.3747205969196896","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22165","Passy","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.28583941888146,48.8575150896203,"48.85751508962033, 2.285839418881462","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:22397","Pierre et Marie Curie","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37724688603649,48.8158365009971,"48.815836500997094, 2.377246886036494","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463030","Porte de Choisy","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36467859404946,48.8200559291482,"48.82005592914816, 2.3646785940494577","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22041","Porte de la Chapelle","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35924854231036,48.8974024226704,"48.89740242267042, 2.359248542310361","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
